Name,Id,Artists,Artists_Id,Release,Duration,Genre,Danceability,Energy,Key,Loudness,Speechiness,Acousticness,Instrumentalness,Liveness,Valeance,Tempo
"1AM in Paris - 7""",0uGjQJUMZgrnEvQ1WrtBww,"['BT', 'Matt Fax']","['64MoFdq8ORI3V98AR5SPWL', '1XgI1X3xjXCKRP1ZjhqgkV']",8/14/20,201880,progressive house,0.574,0.843,6,-6.884,0.04,0.00601,0.792,0.397,0.516,127.987
Do It All Again,5T5ik7kItjz9apmIJR7tcC,"['Rodg', 'Sarah de Warren']","['1kb9YssvADeiGvCUwJzbdT', '2V431yZGG08uroH2CZAgur']",9/25/20,224762,progressive house,0.627,0.927,10,-6.732,0.0386,0.0189,0.819,0.096,0.129,125.984
Forever (ABGT446),4tKjAtvMtfyjK1QPhvBgGi,['DT8 Project'],['5vt86ZNYulbS5LcsTGpDHE'],8/15/21,280307,progressive house,0.593,0.628,5,-9.512,0.0386,0.0279,0.115,0.139,0.176,124.973
Love Is Love,3ZBJI9zv8yLqUjkGMxLODe,"['Farius', 'Sue McLaren']","['76hZkywgIhbcrNft5bToXZ', '7AzAtQ0LFRXazvHMDx620D']",8/20/21,320375,progressive house,0.483,0.884,6,-7.288,0.0627,0.0335,0.3,0.112,0.0629,128.031
Kenshō,6B6jWtgW9ZCocu0alFox1m,['Fatum'],['3pt2vTpH1eI776oDZT1G2C'],10/30/20,220161,progressive house,0.573,0.894,1,-8.824,0.0385,0.00634,0.847,0.12,0.0402,124.019
We Know - Vintage & Morelli Remix,1G21N8RN3LN891gywCWzzg,"['Boom Jinx', 'Soundprank', 'Katrine Stenbekk', 'Vintage & Morelli']","['6Qt0hC59vdinaimdZkin1Y', '4axjIl2fLU1xnDsC1NB3yI', '6Nxgeg0RW2lIaU35QlmJpo', '58dfpnXBkKgFNH2JFtEAv0']",4/29/16,292258,progressive house,0.754,0.789,2,-7.478,0.0895,0.0808,0.00641,0.11,0.229,124.005
In These Arms,5afAAtDj594Ojs1mUqvrhm,['The Thrillseekers'],['1RYDKWzJnJtbTPYNsDswD5'],12/2/16,240000,progressive house,0.474,0.54,8,-12,0.0301,0.167,0.843,0.0773,0.0377,119.943
Freefall (ASOT 1033),3fLkSubVSV5syROi3qfQH5,"['Daniel Kandi', 'Prox']","['1eRYyElVUGEF92i35eVLsb', '47Fg9gRKmyBHwn2qNAfEnM']",9/9/21,250410,progressive house,0.506,0.894,11,-8.617,0.0679,0.000197,0.779,0.608,0.26,137.98
Riptide - Solid Stone Remix,0gd6Iz0oD2ROwesoHCKIQ4,"['Ruben de Ronde', 'Rodg', 'Louise Rademakers', 'Solid Stone']","['3q7BRw9D1DupXTONJdr94m', '1kb9YssvADeiGvCUwJzbdT', '5RSEHfdP7OyTzuJkw46XmO', '5I9yJyg4uhoGMWReiJS8q5']",9/21/18,259024,progressive house,0.778,0.685,7,-9.616,0.042,0.00352,0.775,0.125,0.0974,122.995
Calm Before the Storm - BiXX Remix,5zWtK4Fk0LycpuVhTLCnCj,"['Ronski Speed', 'Lucy Saunders', 'BiXX']","['3cOY6XMFQ12Q0D6Xif7BZh', '6yXkEpQnC8kNDoSHUa3U66', '4RiwBL7Ca5pV4qR7gRmEOh']",2/12/21,232394,progressive house,0.457,0.995,9,-4.477,0.165,0.000339,0.123,0.0801,0.115,137.956
Lose Control,0bqjS54zmDlYanW8mlx28k,['Grum'],['3VEqFWRt47xQAZJMBF3duQ'],11/8/19,337500,progressive house,0.542,0.857,2,-6.133,0.0352,0.00113,0.571,0.0779,0.162,128.011
Island,5SQgqiDjmXxN9EwQ5gm43y,['Solarstone'],['1PfOXooPSLQhOTNZGrXM90'],11/16/20,212573,progressive house,0.624,0.737,4,-9.703,0.0333,0.0185,0.786,0.224,0.456,130.039
Solstice,4m8Sx3WGwLaVUxVQsM3H0Q,"['Nitrous Oxide', 'Matt Bukovski']","['0UJQXkmx6GjqUxugf7zzkR', '4LVILrg84B7z0b1rOq7yYF']",7/16/21,235217,progressive house,0.458,0.905,1,-6.682,0.0659,0.00011,0.955,0.335,0.187,137.997
Sunbird,0d2Kh1BKtSDczn3OnqZJK4,['Cold Blue'],['3mbjJqO86kx786znlhmTrF'],7/9/21,286957,progressive house,0.476,0.977,5,-6.22,0.0587,0.0119,0.865,0.111,0.134,137.985
Into Pieces (ASOT 1031),789jDFT9zsowOWSGeQmM0H,['Activa'],['2B18AH9f6R9LcJWM03Szob'],8/26/21,278050,progressive house,0.543,0.993,6,-7.919,0.0451,0.000178,0.791,0.101,0.676,138.112
Mortal Kombat,7myYVMeoOKMxGVaVc2XTNS,['Heatbeat'],['4FuFFzlzYgn3Yu2rxLhvdN'],8/3/18,171476,progressive house,0.54,0.993,10,-3.981,0.0476,0.000709,0.827,0.0768,0.467,137.971
Still Alive,4D6nn1Luflf2qJfGnONiDz,"['Ashley Wallbridge', 'Evan Henzi']","['4hNpdlfPY7R51u4FEkBxJG', '6zzF0xo07ybJc8E0N8ecSM']",9/3/21,203098,progressive house,0.452,0.977,1,-4.454,0.113,0.000928,0.000842,0.359,0.208,137.966
Sankthansaften,0jA4T1QAiFX1jKFNX6DpKw,['Orjan Nilsen'],['1YuNQvsvOsMBm0ahbxB8qM'],10/2/20,200652,progressive house,0.669,0.75,10,-6.597,0.126,0.399,0.12,0.524,0.0933,128.111
Take Your Time,3AygCrAj6TZZ6mGkcvD9To,['ARTY'],['1rSGNXhhYuWoq9BEz5DZGO'],1/29/21,186142,progressive house,0.583,0.94,7,-3.05,0.0551,0.0476,0.000206,0.0524,0.378,127.009
Follow Me - Radio Edit,2Q3GYtZYSMZF02UiCzDZ7U,"['Lange', 'The Morrighan']","['0zgmzl8NLEOsqYNOQcSmAA', '1MebLqs1g2o2M8bpd55V5S']",11/22/19,223237,progressive house,0.48,0.974,0,-7.009,0.0604,0.0561,0.316,0.0641,0.395,139.878
Phases,5OWWBPmbl5abcQlsCHieFK,"['Spencer Brown', 'Ben Böhmer']","['4L9PX6lwPWo2NeuXL9kyJK', '5tDjiBYUsTqzd0RkTZxK7u']",8/26/20,266730,progressive house,0.702,0.659,9,-10.705,0.24,0.0742,0.849,0.191,0.118,124.019
Made of Stone,0HkYWF3O2mW56RU67gEqyG,"['Richard Durand', 'Sarah de Warren']","['7wne8sUhTAJdIsnuO4GjnR', '2V431yZGG08uroH2CZAgur']",8/6/21,219556,progressive house,0.521,0.937,8,-5.652,0.0373,0.0256,0.469,0.415,0.0925,135
Space Between,0zqcFEd97PeFjhROKQ5J3i,"['Matt Lange', 'Deniz Reno']","['2AmHV6vxRxvHdlxSHxnHE9', '0E4YnH9Xnp22bxdrk9TmLD']",3/13/19,199921,progressive house,0.702,0.595,11,-8.295,0.0356,0.0122,0.472,0.108,0.483,124.007
I Can Feel - Giuseppe Ottaviani Remix,4r7MfvXpKCM3PcbHFWIzdC,"['Dennis Sheperd', 'Sunlounger', 'Giuseppe Ottaviani']","['1wzytoanlxHqWXGCpUxnbY', '39xJyKl2iYCAQywsUk4aWg', '5B9q1NRokzWYB7nSgnlHyv']",8/13/21,224348,progressive house,0.571,0.848,3,-8.815,0.0401,0.00282,0.532,0.201,0.569,137.972
Seconds,08WA5IYYY4aCJc3bHIdeJR,"['Protoculture', 'Diana Miro']","['37kQjANSQM1tmkTwvB5M96', '7HKB2dr6EceAJM8xRlXYlK']",7/23/21,232859,progressive house,0.533,0.81,2,-6.262,0.0348,0.00321,0.313,0.306,0.0792,126.017
Stars,5JcAuqCtuuZYANh0muse1y,"['Luke Bond', 'Nathan Nicholson']","['13jm4r5O79Vxjy3zzZ51j0', '4q8SjmBr5X7DUmVvrnNrsd']",1/15/21,220645,progressive house,0.526,0.902,2,-5.882,0.0392,0.00608,0.213,0.253,0.0394,123.971
Fall For You,5U5arwh2DQE9tviiUGFaDX,"['Simon Patterson', 'Lucy Pullin']","['3QxbGzjZc3kgHNJOBOZM2M', '3HVCvMqVWdpLtCwmvVViFn']",2/23/18,206845,progressive house,0.604,0.934,6,-5.489,0.0377,0.0175,0.221,0.255,0.247,134.017
Feel Alive,5Cqiyir5QOCPv47qyS8cmY,"['Markus Schulz', 'London Thor', 'Valentino Alessandrini']","['6OO0PboZcIWUWL7j2IyeoL', '7to9vdVy94a46Z14O2MmYr', '76cjdvzdIRMAeQX2TffimY']",9/25/20,194750,progressive house,0.446,0.732,1,-6.428,0.0361,0.00767,0,0.131,0.177,128.023
Will We Remain? - Spencer Brown Remix,2JtLVLcBKBoMoM3C8OMtu4,"['Ilan Bluestone', 'Maor Levi', 'EL Waves', 'Spencer Brown']","['1yoZuH2j43vVSWsOwYuQyn', '7iVuXpgNEl87BwdwV1L6he', '0A3ZPfG5yGOmuFh5UzNZBH', '4L9PX6lwPWo2NeuXL9kyJK']",12/21/18,365714,progressive house,0.789,0.701,6,-6.582,0.035,0.00202,0.418,0.117,0.326,126.005
Damage Each Other,7ocUMTh2XF8JECuVErcXwI,"['Steve Brian', 'Danni Baylor']","['4xSQ9zt3zGyyiCXazv4mhf', '0c5oNauHHagLlEYpVVqMCK']",11/13/20,204286,progressive house,0.527,0.763,1,-7.44,0.0415,0.0409,1.13E-06,0.0969,0.372,125.997
Sunset Skyline (Tritonia 346),4sUNhVu5WXwyO3QdNhVAYA,['Dan Stone'],['5AqacAhvN8JCsr00Qk9tb7'],6/10/21,213500,progressive house,0.489,0.967,0,-6.512,0.0745,0.0612,0.468,0.351,0.245,125.89
Nightwhisper,3SYO8wU4bEgIYt7AeGRIwG,"['Jody Wisternoff', 'James Grant']","['5gTVJRQmuS88nOhhdHqErL', '45fFrwMq6sPP5P4k1qqFi7']",5/1/20,217000,progressive house,0.674,0.894,1,-6.386,0.0341,0.0013,0.915,0.165,0.141,119.962
Visitors - Original Mix,1ZbXjmTrH9LVMToWKIcHqm,['Stoneface & Terminal'],['3Mqc1pY8uwTjUiW0womxWk'],7/11/14,245122,progressive house,0.455,0.536,7,-10.766,0.0304,0.453,0.853,0.0815,0.0502,127.983
Lift - Chris Voro & Ode ReChill,0M62hE1fDyX9FNxMa3y74a,"['Sean Tyas', 'Chris Voro', 'Ode']","['4zqERoiO42cNiA3pPDWnvN', '6GffdmRCTerV2Oa7kMyPos', '2u6HjreuQJSfzHqLnpPJy6']",9/4/17,377975,progressive house,0.624,0.457,2,-10.937,0.0398,0.397,0.847,0.137,0.0597,115.006
Yet To Come - Maratone Remix,123ZnZbEhHE9Ju8v7GAMiK,"['Alexander Popov', 'LTN', 'Kyler England', 'Maratone']","['4zNhfG6i4QlfUuzt1hBGu2', '2IK99qf3aYxFWkgCkc7kQ3', '6YvjlSVLWjXqSvATafQkSK', '1hVS5JWJxeuMiu7sultgO7']",7/3/20,240290,progressive house,0.545,0.868,1,-7.654,0.046,0.00443,0.00879,0.737,0.19,132.025
Hurricane - Original Mix,7uWdKqnCJvFh3TWdNAsxwo,"['David Forbes', 'Emma Gillespie']","['3kwdB3aUfg0uneHczX2vTG', '51XNkpCEypEY3z4ruyngRc']",9/22/14,420938,progressive house,0.577,0.842,2,-5.052,0.0295,4.12E-05,0.58,0.262,0.0793,127.998
We Won't Forget - Arty Remix,4rfj275eMYToKAP8t8RqYy,"['Robert Nickson', 'ARTY']","['0dMK3g7XAApwIpLTyE7mqJ', '1rSGNXhhYuWoq9BEz5DZGO']",6/28/10,494550,progressive house,0.707,0.664,9,-5.934,0.115,0.000166,0.551,0.126,0.164,132.022
Our Moon,1B67ptXH1xg3OHTMVFW37r,"['Ferry Corsten', 'Lovlee']","['2ohlvFf9PBsDELdRstPtlP', '0cPmf8oWIjuDXYrzsNFjj8']",10/23/20,192207,progressive house,0.567,0.887,1,-5.995,0.0297,0.0147,0.0136,0.327,0.159,125.017
Change The World,1FmEpLeaNbYe5MhgKdCtfg,"['Ben Gold', 'Allen Watts']","['4DXcK8M3bJkCFfhHIkudyL', '04FzGJxkYQ7zIRoCLQzLqR']",4/23/21,177446,progressive house,0.447,0.993,5,-4.612,0.077,0.00782,0.499,0.699,0.325,137.991
Feels Like Summer,3WkDoMgqtbQ34vToj64QcT,['Sander van Doorn'],['22bukBZvUppuwQwmDz75Gz'],9/25/20,178222,progressive house,0.564,0.89,0,-6.06,0.245,0.00395,0.000556,0.134,0.077,135.114
Mission Control - Tech Mix,1CbT04hRxTJwblKSStQC2i,"['Alex M.O.R.P.H.', 'Aimoon', 'Northern Storm']","['478tAnskSff0wa0XxnpwmW', '17vJZOw0HdCJgRMBWBTmHT', '1zwRcUzC09vqBN37jcAKdq']",3/5/21,233098,progressive house,0.485,0.959,0,-6.106,0.0681,0.000229,0.848,0.403,0.0396,138.102
Glow,3UdSiAcoW4FT5s3X2QQ6P1,"['Tom Staar', 'Ferry Corsten', 'Darla Jade']","['0iSYvHKAdhWVdZkS1PYK3u', '2ohlvFf9PBsDELdRstPtlP', '615ZycClQL8KQ8qzZiuP8T']",4/30/21,237952,progressive house,0.621,0.937,10,-6.263,0.0488,0.00755,0.00893,0.146,0.026,125.997
I Found You (Neptune),4Ik06IuDcAgXZ0xbydo9I8,"['EDX', 'Jess Ball']","['7GMot9WvBYqhhJz92vhBp6', '5HjbKQXMhybveoJOsOXS07']",5/15/20,158735,progressive house,0.822,0.916,1,-4.692,0.0558,0.0205,0.0112,0.0746,0.894,124.03
The Best Part,04BNQFaBlFF7WDeTb1V0AP,"['gardenstate', 'Bien']","['1XcPIHqirx1Jaxm2bAxMeV', '2uodbv2953Z7R1ipwucK2A']",7/14/21,250000,progressive house,0.688,0.654,4,-8.521,0.0493,0.0203,0.251,0.117,0.59,123.011
Romani (feat. Steve Angello),6T0lmMobs6RH8Y6z3ZdUzb,"['Kryder', 'Steve Angello']","['1xfLBmx0n8DQri9HxJsq9O', '4FqPRilb0Ja0TKG3RS3y4s']",11/9/18,199048,progressive house,0.421,0.928,0,-2.958,0.345,0.0758,3.06E-05,0.184,0.0666,125.667
Blue Hour - Solarstone Extended Retouch,3EUKignfwOcdZfcmzdfCHR,"['The Blizzard', 'Solarstone']","['40lHcSYwAqhkmBPoViitWP', '1PfOXooPSLQhOTNZGrXM90']",2/17/20,381922,progressive house,0.598,0.765,5,-7.278,0.043,0.00889,0.882,0.0924,0.369,132.001
Wasted,2xUmxTKAipnF0BSqwcCAky,"['Andy Duguid', 'Leah']","['6bC5jJKn1QA0aoeZIFOMiP', '4rnb5c9mxs8HXfzP5cTAEP']",1/1/09,258867,progressive house,0.736,0.866,1,-6.227,0.0374,0.000138,0.842,0.103,0.135,129.795
Exploration of Space,0P2sfcfRD0lWw4b8eXegmR,['Cosmic Gate'],['6ySxYu68zTsO5ghsThpGtS'],1/19/01,216360,progressive house,0.631,0.912,9,-7.591,0.0362,0.0346,0.539,0.0729,0.329,138.043
After All,1y7mHNwGWPNt3qUCQTRdk9,['Luttrell'],['4EOyJnoiiOJ4vuNhSBArB2'],2/1/19,332459,progressive house,0.551,0.578,2,-11.133,0.0287,0.0113,0.69,0.21,0.185,121.967
City Of Dreams - Radio Edit,54ZPmGE1uOG9IYoUBSRSp7,"['Dirty South', 'Alesso', 'Ruben Haze']","['1bpzpALZwOoKXzwMg2i8WB', '4AVFqumd2ogHFlRbKIjp1t', '5nkzSFYwr8GJcwHT6vbbYL']",1/1/13,226867,progressive house,0.478,0.818,4,-5.076,0.0377,0.00292,0.00789,0.438,0.163,127.953
You Should Know,4lNkGAO7a8LMmXJwLfQYvs,"['ReOrder', 'Neil Hunter', 'Zach Alwin']","['6wfno0FdSaJa3DHHBuY1jy', '7rky9DV9jCP5RZ04tauQ3K', '3IhZL4dHVP35Hve25QBxU8']",2/26/21,212273,progressive house,0.547,0.977,2,-4.312,0.0365,0.00289,0.033,0.222,0.431,138.001
Beautiful,54B1M8jnI6oaKgeqnAYg5Q,"['Giuseppe Ottaviani', 'Cari']","['5B9q1NRokzWYB7nSgnlHyv', '6UAL6sAn9OZc6VQGOOp3re']",6/25/21,233396,progressive house,0.513,0.912,1,-8.852,0.061,0.00215,0.242,0.175,0.233,137.941
Dandelion Rain,57LQyJ1u2UFbZ9Frzh9HbH,['Tomas Heredia'],['0MxxbjQyul7WXUFy0O6qiu'],8/2/19,198935,progressive house,0.472,0.795,7,-6.541,0.0396,0.00072,0.000497,0.19,0.116,128.081
Alone,3Kr021d2jMBsQMLqlv0i9n,['Maarten de Jong'],['1Rkbc6XIHQ89uq9n1a8kGY'],6/8/21,208263,progressive house,0.358,0.971,5,-6.639,0.0458,0.165,0.943,0.126,0.154,135.985
I Want You (feat. braev),4erSEnRWE2diyHCfEjzW5Z,"['Yotto', 'braev']","['5Dyfxq0ZrFjjeFBdSNxDbo', '7mGCESDlw5ChfZQTQ3eUIS']",2/18/21,258296,progressive house,0.404,0.674,8,-9.056,0.0469,0.0128,0.155,0.0832,0.0364,123.948
Daydream - Extended Mix,6dT4YUCjwpMZHWX1J28Jtu,['Vintage & Morelli'],['58dfpnXBkKgFNH2JFtEAv0'],2/8/16,531000,progressive house,0.707,0.702,1,-8.167,0.0466,0.0502,0.663,0.0984,0.142,118.007
Reach Me,0SCIh8e9h6zGBil9YBLhIs,['First State'],['5FKABVMDKiED2mhi8bFSVx'],12/1/09,452000,progressive house,0.577,0.739,4,-9.919,0.045,0.00117,0.897,0.369,0.143,129.992
Find Yourself,6N2pJ8VdWc3DyoahZ2GoBW,"[""John O'Callaghan"", 'Sarah Howells']","['6H2JQ8igAAa5UBr2u496mb', '1tZ0IeTjOOVtRI0EKBsekw']",8/7/15,151621,progressive house,0.567,0.599,7,-5.616,0.0305,0.000704,0.000315,0.168,0.366,134.98
Fremont,2PXtkzdsOSSBgzsvueDDGL,"['Ferry Tayle', 'Elucidus']","['6duWCqMhaEvKA0P0MVs0zQ', '66pHMw7GMorHziB47wtnis']",1/10/20,243064,progressive house,0.48,0.849,4,-5.985,0.0603,0.00446,0.937,0.218,0.0652,139.966
Assassin,2wLkOJ9pwMu0kfV5tlPDUp,['Sultan + Shepard'],['14Tg9FvbNismPR1PJHxRau'],3/12/21,326000,progressive house,0.637,0.687,11,-8.63,0.041,0.0587,0.704,0.0917,0.0878,119.995
Kiki,3d62qyrB8lYUH480rtz7ev,['Fehrplay'],['6HcVFayEV6B5xgp59WXKbF'],9/1/21,210968,progressive house,0.6,0.897,7,-9.365,0.0475,0.000497,0.897,0.345,0.393,124.013
You'll Be OK,1YXUD5D1ZRSaKZRZME4UB5,"['Gareth Emery', 'Annabel']","['0hprEC0nsWuQPSHag1O2Vi', '4zR2t8bagib4ozydVgb93l']",3/27/20,209938,progressive house,0.498,0.494,0,-12.42,0.0343,0.0118,0.00108,0.166,0.12,134.983
Somebody Loves You,2gpRQZBb6E3iA5NBOOUNNV,"['Aly & Fila', 'Plumb']","['2hL1EouqXLtBEB6JKnPF0h', '2tbxcCCM7A71cmkzuB8lyH']",9/25/20,344571,progressive house,0.443,0.967,1,-4.617,0.0489,0.00343,0.0586,0.295,0.144,139.977
What Are We Fighting For,4pn3z1W34IpLLhzs497KQ2,"['Beatsole', 'ENZO', 'Christina Novelli']","['6Gs2jNsD9XkEYUJZOSx4qk', '2Z3vopII7hGyBSG0tGcuxm', '1dbzT291PCwwYJK0l3Tr1n']",10/9/20,195005,progressive house,0.489,0.895,2,-3.22,0.0498,0.000636,0.00067,0.647,0.106,127.962
Afterlight,0yCfWLy1dvNzcPQDp86wU1,"['Jorn Van Deynhoven', 'Clara Yates']","['6NuXlqTU1RF0aIoyD46z5v', '5Ny5rgjblitALAHGH2ICG0']",3/27/20,236471,progressive house,0.535,0.917,1,-5.573,0.0813,0.000528,0.000941,0.319,0.384,137.96
Getaway - Koven Remix,10EpXLXKHmNSVKvX7A5hg8,"['Tritonal', 'Angel Taylor', 'Koven']","['521qvhdobR0GzhvU6TFw76', '6D5xkX8ecb4bGccXqtDI63', '3UCbp6D1lvILlxRJT9LnFa']",7/8/16,203721,progressive house,0.488,0.914,6,-2.875,0.223,0.00415,0,0.158,0.222,172.187
Sol's Theme,4BdOyrbUWg3F1qIRGSuoga,['Rolo Green'],['14G0lujBF81VHxi1gYt9A1'],2/1/19,245760,progressive house,0.565,0.981,4,-7.046,0.0383,0.00118,0.82,0.58,0.0972,124.992
Azure,5VcM0kth5FQB8Eo19a1GRK,['Jordin Post'],['0bXDktUgihGHdyqpwF86TG'],5/12/21,230164,progressive house,0.592,0.764,1,-6.817,0.0336,0.0788,0.938,0.369,0.167,121.998
Half Life,3GoV2sjap8GBSBoUnEO44n,"['Alex Sonata & TheRio', 'Gid Sedgwick']","['0R3Imkf3vLjMsdx46OC2Ej', '3Y43xMeiPftAookVOSKu1Y']",1/8/21,185756,progressive house,0.566,0.93,7,-6.567,0.127,0.039,0.00439,0.282,0.086,128.003
Allein,15PdA8p8usmrc4lWbZmm7H,['Pryda'],['37U9sPqTZMd7AKJCWgcvkt'],1/1/12,335947,progressive house,0.556,0.813,7,-5.456,0.0939,0.00686,0.825,0.194,0.325,125.98
Million Miles,66jOXJrDytE0Ye3oUmvj7D,['Mark Sixma'],['3ePCIHipMKD4n8IBXBYWSm'],1/24/20,202969,progressive house,0.616,0.716,4,-4.953,0.0566,0.0497,2.82E-05,0.689,0.419,128.034
U,55sNiPEcFbcPubGg4Mrga5,"['Omnia', 'Whiteout']","['0XZkeCAlpiO5qcIlAJzZaA', '35wRsBUrfQziBPzvJTr9bt']",8/2/19,185080,progressive house,0.507,0.883,11,-2.68,0.0364,0.0493,0.161,0.169,0.286,130.002
Smile,7bZJ1e8uuStdCVw9u7yyRJ,"['DRYM', 'Jennifer Rene']","['0kDuIuxZhlgE9XYRy6NVSq', '44RB2EcmMwG4gC8EH75Ix1']",5/25/21,201231,progressive house,0.484,0.916,0,-5.02,0.0483,0.0109,0.0464,0.335,0.267,130.023
Show Me Love - Radio Edit,2WIwmd809qDTOn4UJgDnNi,"['Steve Angello', 'Laidback Luke', 'Robin S']","['4FqPRilb0Ja0TKG3RS3y4s', '53cQZtWDwDJwVCNZlfJ6Qk', '2WvLeseDGPX1slhmxI59G3']",3/24/09,184846,progressive house,0.654,0.856,5,-4.197,0.0586,0.517,0,0.128,0.574,129.928
Lost Boys,3EyfgIy1D5eQVZlOXl8Hie,"['Davey Asprey', 'Evan Henzi']","['7luLRXGBygBN8vUO8T9uHf', '6zzF0xo07ybJc8E0N8ecSM']",6/11/21,202667,progressive house,0.519,0.908,8,-5.395,0.0685,0.00225,0.000413,0.105,0.171,135.003
Deep In My Soul - Original Mix,5nmr0qCA3JXN2MRdEDUFi6,['16BL'],['0u2qG4roqULELVVO9fMgSG'],9/15/14,483967,progressive house,0.859,0.44,9,-11.224,0.0514,0.14,0.537,0.689,0.743,121.002
Keep Me Believing,5dtKMBIr77SRI9lA3cm0tj,"['Craig Connelly', 'Megan McDuffee']","['78UUH1buA0gDtDnkX2dPgL', '4n34M10wtYMrhh5tNsKwnn']",4/9/21,214348,progressive house,0.422,0.994,0,-5.575,0.0869,0.00251,0.535,0.27,0.0923,137.995
Weightlessness,6vEH8fW2sZl93R0qJzFtPm,['Bobina'],['7H63wD8xWXAKdYVjZmE90B'],8/24/18,213043,progressive house,0.256,0.947,7,-5.094,0.0633,0.0116,0.881,0.0897,0.337,105.524
Beautiful Things,3SbCWIF7UaSewGfGHkFEI2,['Andain'],['12hXa5arH0RHd2Ec7zjSNy'],9/2/11,199320,progressive house,0.693,0.665,4,-8.111,0.0255,0.00299,0.118,0.347,0.616,130.998
The Longest Road - deadmau5 Remix Edit,77w8cBOdasP7aNcPD9Dec8,"['Morgan Page', 'Lissie', 'deadmau5']","['1N9n8MSxrr4Emhb566493b', '3j4FHbC5zwmYGJ7r0ZgaMt', '2CIMQHirSU0MQqyYHq0eOx']",12/21/18,239213,progressive house,0.699,0.737,1,-6.724,0.0368,0.00385,0.000471,0.0392,0.543,124.981
Owner of a Lonely Heart - Radio Edit,5HcxOqW15VwPCyJpiztvU0,"['Max Graham', 'Yes']","['4kGt8nIQNBkCRusp4sJ3RX', '7AC976RDJzL2asmZuz7qil']",5/13/05,162133,progressive house,0.684,0.925,7,-5.293,0.0302,0.000149,0.826,0.0335,0.898,127.993
Take Me Back,49AI8WLleEdi80tgE3plVX,"['Roger Shah', 'Kristina Sky', 'Emma Shaffer']","['3dAnWbqTzCOK1jdiK2v3gI', '1gOZzUV1Yq3fAj2kj3RoB6', '7Fs3T5xb2dM1tNth4LhVnL']",9/7/20,219130,progressive house,0.426,0.926,4,-5.363,0.0351,0.0031,0.465,0.168,0.101,137.973
Million Voices - Radio Edit,0MOiv7WTXCqvm89lVCf9C8,['Otto Knows'],['5fahUm8t5c0GIdeTq0ZaG8'],1/1/12,192867,progressive house,0.582,0.894,8,-6.298,0.041,0.0022,0.0223,0.0664,0.0694,125.946
Back To Life,3rnBqIIoxOpQ0p9BeW3NT4,"['DubVision', 'Afrojack']","['3XINWZaloea97SIRiyTJxX', '4D75GcNG95ebPtNvoNVXhz']",8/16/19,201260,progressive house,0.554,0.864,2,-4.403,0.0889,0.00166,0,0.119,0.305,126.975
Wildest Dream,3SWT9eHwRgEnVTzqE6yDiA,"['Thomas Gold', 'Kosling', 'Matthew Steeper']","['1XLjkBxFokuDTlHt0mQkRe', '1dsilrkrvxXE6I02SWfDYD', '5BCqO5LyLTOvo7etwfgQ7b']",3/15/19,187511,progressive house,0.545,0.839,1,-4.24,0.0468,0.0223,0,0.0714,0.276,127.987
Memory Bank,43aktSsHN3Pgu0dzw3BS5W,"['Dyro', 'Conro']","['03MVmfitJTVJIxYmObhQn9', '1BAdSa5cdtCNLbvT7gWmtJ']",5/21/21,159789,progressive house,0.687,0.588,7,-8.861,0.0374,0.00104,0.00244,0.124,0.407,114.874
Okay,71H8k9qe7DersxR6KyhUnI,"['Nicky Romero', 'MARF', 'Wulf']","['5ChF3i92IPZHduM7jN3dpg', '6y1eDna5tYFgcvKyGhLCy7', '134sCDSe1w2zPnfCG4hT0f']",7/23/21,151312,progressive house,0.513,0.836,2,-3.781,0.0579,0.0463,0,0.128,0.304,124.964
Gotta Be You,2Q8fFORnsDE6I3RNvSLXSf,"['NERVO', 'Carla Monroe']","['4j5KBTO4tk7up54ZirNGvK', '4S9LNSZusH3XflT3g32bqB']",1/8/21,149032,progressive house,0.642,0.869,6,-5.271,0.0452,0.252,0.0288,0.0708,0.376,123.91
Hookah,4hxpCxtHHK0Q73F0j4ntOE,['Qulinez'],['6d7AYr4nvqHPhfPaDLLeRU'],10/26/18,178125,progressive house,0.551,0.928,4,-4.076,0.0749,0.0135,0.405,0.383,0.115,127.969
Lost Soul,2YvcZ3xSlSLFEuDLybGzDb,['Deniz Koyu'],['39PhMWg1aAuuZcph0OXGu6'],8/30/19,230625,progressive house,0.567,0.877,4,-3.214,0.0314,0.00166,0.000342,0.0992,0.341,125.007
Take Me Away,4alnYO7vhfEvNarX4SgBch,['Third Party'],['2J80qXI4NHKpq5RT3xUF7V'],3/27/20,234012,progressive house,0.448,0.911,1,-3.095,0.0408,0.0214,0,0.059,0.255,127.127
Bad Habit,18kYsXi1YDzYfbDhUCLGJ3,['Firebeatz'],['53YSn9tHwGJ6bq5P0gGoYo'],3/6/20,186240,progressive house,0.581,0.888,2,-6.369,0.0382,0.00156,0.000112,0.0988,0.291,124.96
Whistle (feat. Bertie Scott),6hEJvWfNOvTUhLuV1Or1of,"['Laidback Luke', 'Tribbs', 'Bertie Scott']","['53cQZtWDwDJwVCNZlfJ6Qk', '6iqDK7aHVlwGGgPmcdSK5L', '2m0xNVRx1tAHY3pfNXt7Ro']",4/9/21,140156,progressive house,0.832,0.922,0,-3.866,0.0712,0.0361,0.0274,0.109,0.716,127.999
