Name,Id,Artists,Artists_Id,Release,Duration,Genre,Danceability,Energy,Key,Loudness,Speechiness,Acousticness,Instrumentalness,Liveness,Valeance,Tempo
Like Home,3BOQA8tmp5U88cVxpo422W,"['Manimal', 'Santti']","['1u5OwFCI26TQzGWf3F9iX9', '7e6KqpXfInWHjdQufAnsyj']",3/15/19,203685,brazilian edm,0.634,0.782,4,-6.487,0.0338,0.0457,0.00101,0.172,0.162,124.027
Break Necks,4Z0vYhf6uwU6tufekTOkp7,"['The Fish House', 'MYLØ', 'KAORU', 'Fame Faiella']","['0TXfVIHlCROnWuH89PfnJj', '5TpsDaHB9KPoIzkWpub8Zh', '3eDtd9oQyjD2OuMNgVHOag', '68De8IHryfLrIc4R1fWGM9']",7/9/21,148571,brazilian edm,0.824,0.856,9,-5.703,0.162,0.00232,4.64E-05,0.234,0.431,125.993
London,1PRIEst0d88KOuhFndRp9d,"['GUILC', 'CEVITH']","['7Hu75RuvQDlR0hGc13S80H', '0R5cBqUk6GntjEAHrAQxjd']",10/18/19,158710,brazilian edm,0.766,0.94,9,-6.432,0.0805,0.0305,0.000818,0.298,0.511,124
I Got The Beat,3JWDxlJ5EsECEfcqe9tvA5,['Hugo Doche'],['2JejalV9S2tSy4uk3o3aiv'],7/30/21,199839,brazilian edm,0.865,0.915,2,-5.877,0.1,0.0128,0.866,0.125,0.335,124.002
Electric Love,10MfRQwHQD134f6oqy5MHW,['Le Dib'],['40UZHykE9w6eVKyURGjpgF'],3/12/21,224516,brazilian edm,0.562,0.705,7,-9.929,0.0345,0.00578,0.418,0.119,0.0539,123.974
Closer - Radio Edit,7gN7Ooj5Ygs6b1JdvislDT,"['WD2N', 'M4IA']","['0d4ratKnZjACAw9GZmZI6B', '1LH0Swx879SQnNyP3n1ZX4']",4/16/21,180000,brazilian edm,0.743,0.933,2,-4.532,0.0568,0.0404,5.13E-05,0.159,0.229,123.981
She Calls (Original Mix),1F8YRhXKbLw0SJKZpxzVll,['Loulou Players'],['2hTnSPLuF54jseC35e210D'],8/6/21,157740,brazilian edm,0.852,0.715,9,-8.046,0.102,0.00515,0.0871,0.262,0.406,125.009
Feelin' High,4P5d0eeGDfI8wNTy4cCuL0,"['DEE:VISION', 'Different Stage', 'AM']","['3m69jLeg7uNGZkiAd27oEc', '7ceDWHSy9Z6e8uAsVesK8Z', '6bGMlUDgWic2u3LngIX1aA']",5/21/21,208032,brazilian edm,0.537,0.906,10,-6.69,0.0324,0.016,1.68E-06,0.1,0.0962,123.997
In A Club,3LUSxUzJ7wD8N0SeVRLkcR,"['Volac', 'illusionize', 'Andre Longo']","['4Nl6PVYLwbCFfr3UqQlFtE', '3RloA7E4XMItSP4FjMBv3L', '4lyER8wnQt2Im68h4PEVK3']",8/16/19,180880,brazilian edm,0.806,0.861,7,-7,0.0491,0.0321,0.696,0.155,0.9,123.025
On Fire,6yzisJsw9ZTYsttgV1RcRq,"['LIVIT', 'Kickstarts']","['2GviJIF5KQyHXXf9KNw47h', '6OO30j1YnwwtJV1e6nu3e8']",6/12/17,215808,brazilian edm,0.687,0.766,0,-4.828,0.0401,0.00273,7.11E-05,0.0625,0.414,124.035
O Sol,6MhQepBa5fq6GAeOKBlUd2,['Vitor Kley'],['4FGcERJWMg8ENOLixwF71U'],10/18/18,211448,brazilian edm,0.62,0.694,6,-4.254,0.0261,0.0302,0,0.117,0.631,97.48
Hidden Dreams,3TCsK6UNL09CKu3P6JBMN1,"['Earstrip', 'Outflux', 'Miss K']","['3LQrUCTo8uQu3Kbpj0B2dZ', '1aZrHGcyFNnEEE79aRU4jT', '4GPQSDUPfn6XyZiTpviyOu']",6/26/20,191613,brazilian edm,0.653,0.919,6,-4.555,0.0358,0.000614,0.0467,0.327,0.348,123.988
ID Fodona,2Fa7KeDck7afOnsjBoHhUB,['DUAL CHANNELS'],['3E0I71KAPljQMKK2jkKhQM'],12/20/19,209032,brazilian edm,0.708,0.604,0,-8.66,0.0372,0.00352,0.408,0.112,0.21,124.009
I Take Ya!,3BH88lPGVhuiqkvcPaVEPy,"['Kolombo', 'Malikk']","['4nZBJZHavxcUzGeK2k6fL9', '0HhUeCRrcXYduJyhj8j4QF']",3/17/17,290000,brazilian edm,0.809,0.914,0,-7.68,0.0494,0.00603,0.563,0.0459,0.258,119.989
Let's Play It Again,37Gz6FSB8SwM9t25tgtkU6,['Pimpo Gama'],['1UkYeeW9PtNQOgijm5wHDM'],9/27/19,234000,brazilian edm,0.806,0.709,6,-12.781,0.0843,0.000388,0.336,0.417,0.253,123.02
Energia Boa,5zhxllxorvOwmfWJv53aCy,"['Diskover', 'Mad Dogz', 'Avine Vinny']","['3YbWcfZCP1MPYvMzLxkvSI', '18RtsuKFWko5JfeMsIi0YP', '4KDxYlnGZEiS60pAnfZf4W']",5/31/19,199846,brazilian edm,0.611,0.83,11,-3.802,0.0438,0.0164,0,0.325,0.566,126.024
Heartbeat,6MRor6iHm3L3mT2jG84WG2,"['HAAS', 'Mothif', 'LPMR.', 'Tayla Maturo']","['3ldpGeLgo7VjrDShUjqzgY', '2atyDylyag3fkcSDO0uW4i', '0Ht6XxYSNIlGdINUnj2Kjq', '6TXQwsob7lGPIajOKdXrEs']",8/6/21,214839,brazilian edm,0.631,0.786,7,-7.034,0.0371,0.394,0.00215,0.288,0.556,123.988
Ride on Time,3pgainA2dH9c7e8JVYGRCN,['Black Box'],['6tsRo8ErXzpHk3tQeH6GBW'],4/9/90,272147,90s dance,0.648,0.858,9,-6.58,0.0323,0.00128,0.556,0.0535,0.62,119.031
Pump Up The Jam,21qnJAMtzC6S5SESuqQLEK,['Technotronic'],['2Cd98zHVdZeOCisc6Gi2sB'],1/1/89,320307,90s dance,0.885,0.844,10,-9.225,0.0733,0.0147,4.49E-06,0.0494,0.715,124.602
Gonna Make You Sweat (Everybody Dance Now),7eheoW4hxrH51ww2QePVwF,['C & C Music Factory'],['7krx6UBDKLwE0q3s3fesqF'],1/1/90,244093,90s dance,0.557,0.798,6,-7.405,0.0935,0.000851,0.675,0.183,0.794,112.187
Good Life,5sJiLlgQKBL81QCTOkoLB5,['Inner City'],['0vUJ3QLN3MlRfjOc2LjGWp'],1/1/89,244773,90s dance,0.716,0.783,4,-12.876,0.0496,0.172,0.0346,0.0327,0.952,121.306
Everybody's Free (To Feel Good),1PrlCxehcEi0KvIwKzJuOl,['Rozalla'],['2wnJCxpnKAagrdBJAvaDrQ'],1/1/91,211733,90s dance,0.588,0.929,9,-9.278,0.0778,0.013,0.000783,0.231,0.175,130.103
Rich in Paradise - Vocal Remix,5iNmyOwaqZzotdnLGAesc6,['FPI Project'],['6HNYPrYPF6UzZhVFu2sLeh'],1/1/91,351373,90s dance,0.692,0.938,11,-6.25,0.0529,0.204,0.00647,0.281,0.71,118.577
"The Key, The Secret",67Gkahkd0wXdUJpmRcWxpm,['Urban Cookie Collective'],['1QYMj6ouUhi6yis1HE8M68'],1/1/93,225013,90s dance,0.703,0.803,10,-6.954,0.0316,0.074,0.00184,0.102,0.62,129.869
Rhythm Is a Mystery,7lCfsM85XpagLcO8iHT4MP,['K-Klass'],['4O1s9iVG46lSn1mD9ek1ES'],12/13/19,205547,90s dance,0.651,0.937,10,-4.696,0.0355,0.00636,0.0508,0.282,0.509,121.097
Dreamer - Janice Robinson Vocal,6wetvpPWooBdmAEOKnDhpo,"[""Livin' Joy""]",['3PUzVXdNnsJGPDTIU7xvqu'],1/1/97,223535,90s dance,0.74,0.762,5,-7.166,0.0418,0.0131,0,0.283,0.832,127.372
"C'Mon And Get My Love (feat. Cathy Dennis) - 7"" Version",2M3YldsyQfOixYWqwagtse,"['D Mob', 'Cathy Dennis']","['6tc8YLpZKQXUlmTL2zIsN8', '2zVsfeSyFbCey7rq7PasHp']",2/10/89,232707,90s dance,0.67,0.724,10,-11.776,0.0502,0.00326,0.443,0.0558,0.81,120.839
Don't Give Me Your Life - Classic Edit,3QesIw3zWZKPmp8C9yVCzD,['Alex Party'],['41VxAgbLRHo2ZYZEq5P1mD'],1/1/94,195173,90s dance,0.684,0.807,3,-10.195,0.0375,0.107,0,0.0731,0.921,127.865
Theme from S-Express,1ZT36B4fO2R7rBCGRb3XIM,"[""S'Express""]",['2PvqyOwynRF4BveaU6IA7S'],12/10/07,234080,90s dance,0.692,0.83,2,-8.055,0.0387,0.000315,8.71E-05,0.254,0.575,117.319
"I Like To Move It (feat. The Mad Stuntman) - Erick ""More"" Album Mix",6dHTkQYY3zdR9i9Nj0IGVW,"['Reel 2 Real', 'The Mad Stuntman', 'Erick Morillo']","['4AXX8UN3xaPrxHSqrgE3Ta', '2rC7eyIFrDIYnFsxsbSxF5', '4DE0cYxMnEEmfKLwDkYwxb']",10/10/94,230760,90s dance,0.863,0.781,5,-8.546,0.0785,0.0394,0.000292,0.125,0.764,122.938
U Got 2 Let The Music,79zbbqdbNXtRY6govKU8Z9,['Cappella'],['0NPwkUJRrRiWYdHpLXBkxg'],11/1/09,330213,90s dance,0.671,0.811,9,-13.104,0.0343,0.0246,0.803,0.139,0.506,135.074
Wiggle It - Radio Version,2HGFgwZ3hf0flCN1T1VIDr,['2 In A Room'],['2029eJThczywCgnjE33s33'],1/1/90,245853,90s dance,0.793,0.854,11,-13.158,0.052,0.0606,1.98E-06,0.0423,0.838,122.856
No limit - RAP VERSION,7voHUmPNDuYZ1SW1mwRu26,['2 Unlimited'],['18JD8DVlD1fakDAw7E9LFC'],5/10/93,224221,90s dance,0.65,0.985,5,-14.404,0.0445,0.00872,0.00422,0.0485,0.757,141.047
Show Me Love,4t0UsYzmmmZRMTWn77jiGF,['Robin S'],['2WvLeseDGPX1slhmxI59G3'],6/15/93,252107,90s dance,0.811,0.833,5,-4.259,0.153,0.014,2.06E-05,0.0769,0.567,120.258
Boom Boom Boom - Don't Break My Balls Mix,1m3YR95r3ZuLtu66T8l4Ab,['The Outhere Brothers'],['4eb7QPyORtTxhMiLBo3YWK'],1/1/94,253200,90s dance,0.755,0.804,7,-8.931,0.188,0.0056,9.73E-05,0.173,0.647,129.916
Acid Thunder,25cVyUYzONCdHUeFWKbOol,['Fast Eddie'],['19slOlozrbxkEIMD8L3Qsv'],1/1/88,272419,90s dance,0.772,0.887,11,-9.11,0.0475,5.70E-05,0.387,0.476,0.774,124.185
The Rhythm of the Night,0ofMkI3jzmGCElAOgOLeo3,['Corona'],['26T6b8maqEVltcmE4kSDUl'],1/1/94,264280,90s dance,0.69,0.805,5,-11.522,0.0336,0.000232,0.739,0.095,0.799,127.808
Mr. Vain - Original Radio Edit,4ih3dyFZoeTdaeJW9mPbOI,['Culture Beat'],['0BZ3BHzfYwpd3k5TDnvAz8'],1/1/93,257467,90s dance,0.703,0.997,9,-7.666,0.0399,0.0726,0.0235,0.123,0.391,132.872
Babarabatiri - David Penn Remix,4sIQFhWHMgE4oZzEhKj5Sk,"['Todd Terry', 'Gypsymen', 'David Penn']","['3dE92yGWcrboP1kC5SWyqu', '4AoyJusH9fqC2kiko5L4ms', '5kA0fIY29Fnfu4U2I2xvki']",5/25/18,402000,90s dance,0.802,0.947,9,-4.509,0.0598,0.0564,0.81,0.0725,0.565,124.004
Can You Party (Club Mix),6TeKFnwaPsXI35gaQEoR8z,['Royal House'],['0daYmCWEivMhG9FsmwgyFL'],3/15/88,364507,90s dance,0.759,0.951,9,-2.601,0.214,0.0347,0.000641,0.42,0.909,123.293
"Rhythm Is A Dancer - 7"" Edit",4RADreHMvMkZwsPgPr9z5c,['SNAP!'],['2FrKQPjJe4pVMZOgm0ESOx'],1/1/92,225882,90s dance,0.794,0.745,9,-11.367,0.037,0.273,0.000414,0.143,0.706,124.249
The Real Thing - Radio Edit,2wXR8YvHDtAo664c3W81e3,['Tony Di Bart'],['2WklMcGMExdAYum40HxU5U'],4/4/94,215067,90s dance,0.711,0.698,7,-11.159,0.037,0.0361,0.228,0.101,0.605,128.814
Touch Me,2ycghCtdMwb29zZQ7ffSoX,['49ers'],['6BWEqA4CdZageKtzch78Vs'],6/5/20,227453,90s dance,0.649,0.968,10,-6.91,0.0421,0.0171,0.0981,0.0728,0.812,123.077
Ebeneezer Goode - Beat Edit,3cJiAK4ogUaUrx2E0lDvUt,['The Shamen'],['5E704N5StxMVKpalhaJ5L3'],5/5/92,234787,90s dance,0.606,0.963,1,-9.765,0.055,0.00325,0.00457,0.187,0.499,126.026
Dirty Cash (Money Talks) - Sold Out 7 Inch Mix,3lcUQs5nyrjoHpQR9Vo2aA,['The Adventures Of Stevie V'],['7HOmuShc6sajk74rYV7zR2'],12/1/89,243133,90s dance,0.757,0.83,5,-13.169,0.0413,0.00129,0.00741,0.0877,0.925,120.883
Saturday Night - Radio Mix,59VRFpPnC8pOhIH2WCWXF9,['Whigfield'],['0lHoDF96DNKSIcIpcOfMnq'],9/19/94,247406,90s dance,0.728,0.784,11,-11.776,0.0379,0.0449,0.0918,0.0964,0.964,129.981
Respect,4jvblfyS65FjeSWaD5uUhb,['Adeva'],['3zSxZFUKZEYmEpHkwZKXzQ'],9/9/89,240187,90s dance,0.815,0.71,11,-10.283,0.0358,0.0217,0.000111,0.0489,0.77,119.029
Another Night,3pEuO9J2MTEmec8kUfYYvl,['Real McCoy'],['2vRfKzjQYJQd67X8x49MOh'],3/28/95,236933,90s dance,0.813,0.882,7,-7.575,0.0402,0.0908,0.00457,0.147,0.874,125.983
Be My Lover,3vSn1frPgFcRXrjWOfhMLl,['La Bouche'],['488v7rQzthLNK22r0UvMie'],3/28/03,240867,90s dance,0.658,0.963,1,-3.283,0.0326,0.00283,2.38E-06,0.951,0.793,134.798
James Brown Is Dead (Original Mix),5EEsZl9wCWtPHXoi9I9PY7,['L.A. Style'],['4reUSabzsXZWM3BMH4fU1Q'],11/5/10,344400,90s dance,0.599,0.976,0,-7.649,0.0859,0.0013,0.787,0.383,0.501,130.724
Finally,0uqvSVhGgQTIdj9G51vhvv,['CeCe Peniston'],['5UoVLCWzOKMIJ9iioof9OD'],1/1/92,245000,90s dance,0.791,0.658,7,-11.128,0.0445,0.00653,0,0.0472,0.842,120.066
Fascinating Rhythm,3mNxQ198mdIigqmNqwRweg,['Bass-o-Matic'],['0i9V01ZTXeFV5pUo0a3zR3'],1/1/90,248427,90s dance,0.736,0.636,1,-12.96,0.0594,0.00203,0.413,0.291,0.766,101.645
Got To Have Your Love,7MZzwdBfX8Dq0xFLFfxtdJ,['Mantronix'],['0grZF2s6ADKiTGwf8EVZEY'],1/1/90,383333,90s dance,0.763,0.505,10,-13.669,0.0753,0.179,0.00107,0.0497,0.96,105.632
I'm Gonna Get You - Original Flavour Mix,4EzZPB8OujNAeND6C2SduJ,['Bizarre Inc'],['07lbidCU8ZwtNCUrmaO0QU'],11/9/92,319493,90s dance,0.742,0.734,1,-11.393,0.04,0.0153,0.728,0.0493,0.723,126.988
Come to House,42YWj4CuDrjr46OtsGG4fb,['Mr. Lee'],['7GXl7JNlpliaLZhSVRLQKu'],9/25/14,301880,90s dance,0.591,0.784,10,-13.84,0.0521,0.0303,0.917,0.11,0.688,122.588
More And More - Single Version,0JXXm3RqxU8EKzX4P8M0n3,['Captain Hollywood Project'],['3El2sJgqTWkg1kkyHHAEu4'],3/5/93,253573,90s dance,0.661,0.847,7,-11.855,0.0349,0.225,0.835,0.0863,0.71,125.862
Too Blind to See It,4SmiFk4zGbPVf0vvoSDvuG,['Kym Sims'],['40PLSl99xXqAQsCQQPmfyM'],1/1/92,211200,90s dance,0.776,0.585,0,-11.551,0.0361,0.000403,0.227,0.0737,0.698,118.996
"What Is Love - 7"" Mix",2IHaGyfxNoFPLJnaEg4GTs,['Haddaway'],['0Suv0tRrNrUlRzAy8aXjma'],9/13/93,270373,90s dance,0.683,0.772,7,-7.907,0.0311,0.0222,0.0149,0.203,0.737,123.871
2 Times - Original,4abEcEslcRjBS6xSZh9naQ,['Ann Lee'],['1EN7GOzx8aDpiIbVVmQaaC'],9/16/99,231001,90s dance,0.846,0.879,0,-6.25,0.0303,0.0974,0.0252,0.35,0.901,130.01
Killer,5jhDeobWatA1XAHWKOWPh2,"['Adamski', 'Seal']","['737Z8bAmJiUqg2I6Ru8fYV', '5GtMEZEeFFsuHY8ad4kOxv']",1/1/90,250760,90s dance,0.785,0.546,10,-13.945,0.0587,0.0241,0.0681,0.0547,0.766,119.983
Gypsy Woman (She's Homeless) - Radio Edit,4QAKfScH8kLJTbJqhb2jp2,['Crystal Waters'],['2sd9Q3r0Jhqpe3w9WVuG43'],1/1/91,229573,90s dance,0.645,0.779,9,-10.529,0.0315,0.000165,0.214,0.0941,0.453,120.007
Naked in the rain,05GK80CeRiM2qQ0HlNgQOS,['Blue Pearl'],['1kUUQBZ1L2na7R1luhfXBr'],1/1/90,255240,90s dance,0.682,0.645,10,-13.993,0.0356,0.0609,0.000727,0.0467,0.394,114.988
Slave To The Music,2QzyjSN4WlRHMFfN3r6Ca3,['Twenty 4 Seven'],['39QjUR6m5slbxO36zayaMq'],1/1/93,244067,90s dance,0.661,0.87,11,-10.826,0.0365,0.000395,0.00315,0.332,0.973,131.013
U Can't Touch This,1B75hgRqe7A4fwee3g3Wmu,['MC Hammer'],['2rblp9fJo16ZPTcKDtlmKW'],2/20/90,257360,90s dance,0.867,0.517,11,-13.222,0.0875,0.00456,0.000339,0.0864,0.866,133.148
Get A Way,71Cid4UeolaHRzdbmMDAVb,['Maxx'],['6zkbUEItDv8gNXeO5WkkNX'],1/1/94,226773,90s dance,0.852,0.864,2,-10.131,0.0387,0.0334,0.0239,0.0525,0.603,132.999
Who's In the House (feat. MC Merlin),7kB6AsRZPC2FztquzIGLQs,"['The Beat Masters', 'MC Merlin']","['6VezKBLEjDIoyaqk8EpnEQ', '6dKamA8OoLO19EaQzycgTj']",1/26/04,236933,90s dance,0.764,0.857,6,-7.159,0.0612,0.0161,0.000298,0.211,0.853,123.842
Can't Get Enough - Club,1Y1j6O3M0UFs508PiScqFA,['Liz Torres'],['7LI1GL4hWpWNZZqF0YOrBG'],1/1/98,321813,90s dance,0.643,0.597,0,-14.481,0.0521,0.0015,0.564,0.0932,0.728,119.411
Open Your Mind,2VYlbeHymVKN0ABoU16DTI,['U.S.U.R.A.'],['6UCwQ3Y39viLfdpPb3YSb9'],6/10/14,318333,90s dance,0.76,0.781,5,-10.577,0.0443,0.0215,0.733,0.235,0.524,130.851
Think About the Way,2foOeJLKSvepjHEkb4NR8N,['Ice Mc'],['5wlyJXaam6QmyDn8qBLZx8'],1/1/94,260973,90s dance,0.764,0.713,2,-8.9,0.0311,0.128,0.00058,0.145,0.67,132.993
Jack Your Body - 1986 Club Mix,10QGhgqQm0I2Y9maxrM7T6,"['Steve ""Silk"" Hurley']",['2TzZ6XTFG1p1PAfhl0crDP'],3/11/16,306231,90s dance,0.803,0.84,1,-7.715,0.0852,0.017,0.0936,0.114,0.943,122.543
Feel da Power,5kFUKMFCPip8i7DP7zgm5n,['Beatmasters'],['1fcb7vWCmzdohZrZH7aT6V'],6/19/20,193358,90s dance,0.504,0.835,9,-10.774,0.0327,7.67E-05,0.7,0.0947,0.248,128.001
Love Can't Turn Around,6wT8B990QFiNBxfyMkgStU,"['Farley ""Jackmaster"" Funk', 'Darryl Pandy']","['0B9P7RXrukgIdmutz9XMVN', '4DdTAu2ze9ocUPqcFg1sKs']",1/1/86,423057,90s dance,0.715,0.899,10,-5.219,0.133,0.00269,0.00119,0.455,0.831,122.522
Things Can Only Get Better,5HmwYfynpGAjgrj4bp9eMy,['D:Ream'],['2dCQKsTjB762AhtIACbAQA'],1/1/93,258000,90s dance,0.671,0.74,10,-12.43,0.0389,0.122,0,0.196,0.102,125
It's My Life,6HdM7gzXVgcpepv276raog,['Dr. Alban'],['6BkcAbUkfIBM4XudxieMq8'],5/4/92,239933,90s dance,0.655,0.933,7,-7.703,0.0536,0.00332,0.0365,0.0983,0.472,128.701
Das Boot,5A3IdgGphzKS2etiGFB73S,['U96'],['0RhnKJThw36HFitqY6dYgd'],1/1/92,314000,90s dance,0.639,0.883,10,-7.693,0.0655,0.0142,0.0791,0.251,0.33,122.723
Tonight Is The Night,48QeTvEsFix8GaYm7dzFaD,['Le Click'],['6MGQ2oUq4y55GDYyINkhnr'],5/19/97,234200,90s dance,0.811,0.739,11,-7.196,0.0451,0.00606,8.07E-06,0.397,0.854,133.636
You Used to Hold Me,3hVnJ8rRSVa1tfgaYswfYn,['Ralphi Rosario'],['0c5584rnmlOvkMpJtpBLTh'],1/1/03,299947,90s dance,0.725,0.537,8,-13.977,0.0448,0.000261,0.0296,0.404,0.785,123.057
Your Love (feat. Jamie Principle),6tvtFyEdNpeurBkT2zNMEL,"['Frankie Knuckles', 'Jamie Principle']","['63yl9nDNrHpiAYGlNJxxjc', '5obQFNrkFoWB51hm1JTHMw']",1/1/87,407453,90s dance,0.698,0.871,4,-7.923,0.0423,0.0213,0.844,0.0751,0.179,117.562
Dreams (Will Come Alive),4Fqm5rqB0WMx0hPOwgRjFr,['2 Brothers On The 4th Floor'],['5wsBGjgRsASMggXLPF7pYm'],1/1/94,263163,90s dance,0.701,0.979,7,-4.861,0.048,0.00328,0.308,0.416,0.612,134.013
The Colour of My Dreams,0mtR8vQqRvJUh0Zca4qkvE,['B.G. The Prince Of Rap'],['3NyO6lrjoe4s6Uk4ns9Tda'],1/1/94,235667,90s dance,0.731,0.633,2,-12.697,0.0298,0.0177,0.107,0.187,0.699,135.987
Turn Up The Bass - Fast Eddie Scratch It Up Mix,4a2VdX9fRz3mFuEP17TnEn,['Tyree Cooper'],['0iQ58hVu6gA9nuuCgbnvOn'],3/13/09,298918,90s dance,0.762,0.898,7,-6.208,0.142,0.000564,5.12E-06,0.122,0.349,126.657
"Pump Up The Volume - UK 12"" Remix",6LERtd1yiclxFH8MHAqr0Q,['M/A/R/R/S'],['13jRo2FyagCX9wrKIpOt46'],1/1/87,389067,90s dance,0.765,0.592,7,-15.634,0.0631,0.000924,0.578,0.0484,0.52,113.236
Set You Free - Pop Mix,2PqiXk9ftevELj8sTVIVXu,['N-Trance'],['45InkbGypoMk5nVX6dsHkt'],5/2/94,244533,90s dance,0.315,0.729,8,-13.058,0.0482,0.105,0.143,0.0737,0.616,132.017
Oh La La La,3y7KI1lRSm9jjrCjmsyFPN,['2 Eivissa'],['3gkV8EZ8pE0eCwyLeUNwzE'],7/18/06,211253,90s dance,0.789,0.862,5,-4.06,0.0398,0.0263,0.0368,0.219,0.882,130.442
Back to the Old School,4HdnN2WojpVKm0QpbKdlN2,['Bassheads'],['1ezo830nMkWmjhmpjr6vuF'],8/31/93,359693,90s dance,0.605,0.963,5,-8.048,0.104,0.00903,0.821,0.691,0.123,124.591
Freed From Desire,3u5N55tHf7hXATSQrjBh2q,['Gala'],['3OqTvcWgb0xaainosGVvuZ'],11/17/97,213394,90s dance,0.704,0.861,2,-4.221,0.0493,0.587,0.0615,0.0992,0.636,128.99
Weekend (Extended Club Version),4bHfSfG8nGSsxVerqhyiCM,['The Todd Terry Project'],['1mjzdV49eU7CuhdWnJOWBd'],1/1/88,500267,90s dance,0.881,0.691,10,-8.426,0.093,0.0022,0.191,0.0613,0.887,122.303
This Is Acid,4hyNlDvpBxi67l8yMBdZRv,"['Maurice Joshua', 'Hot Hands Hula']","['19T6vS2Umo5usI9wOVnKMd', '43hYD3sNCTNkLowMSBZidQ']",1/1/87,277856,90s dance,0.808,0.98,9,-6.103,0.0729,0.00047,0.454,0.277,0.837,125.452
Where Love Lives (Come On In) - Classic Mix,3I3C1f1JzPPK6zTDSHDXTw,"['Alison Limerick', 'Frankie Knuckles', 'David Morales']","['0ELXBCSsRl2m92MgnOsA69', '63yl9nDNrHpiAYGlNJxxjc', '6CwQfN34JdGHfo0A752Lts']",6/24/96,410427,90s dance,0.702,0.548,11,-10.817,0.0367,0.000138,0.0307,0.3,0.759,121.997
Omen III - Single Edit,5FA90DipIi1TKifttlVKF1,['Magic Affair'],['57wcrAkVrpq3DyUqt6S8Sg'],4/8/08,237973,90s dance,0.693,0.826,6,-10.545,0.0316,0.011,4.87E-05,0.121,0.923,137.879
Please Don't Go,0bwNb4KRkhzahJJMFsGoPR,['Double You'],['2x0mCNdW4P27f3WE0iuQTV'],1/1/92,200000,90s dance,0.707,0.842,3,-11.831,0.0405,0.0613,6.72E-06,0.0297,0.492,120.012
Let's Get Brutal - Brutal House,5mOn7oJdEBmG43elhWGfXo,['Nitro Deluxe'],['6KcNmchIyvo5TqzjfJtwYR'],10/24/86,431760,90s dance,0.805,0.507,1,-15.971,0.109,2.90E-05,0.871,0.0496,0.537,114.736
Hold Back The Night - Joey Negro K.O.K. Mix,0jW0a3OwJDj3akbEPYmCtZ,['Kws'],['03WoJgUts1ZSCnoBksXOcy'],9/12/10,463013,90s dance,0.515,0.653,11,-11.711,0.109,0.00271,0.0851,0.304,0.403,124.042
Ecuador - Original Radio Edit,1arJHhz6TxMV50SNvSmGnV,['Sash!'],['5XTxV2ifoYkmNb13Gb6cKz'],6/30/97,212133,90s dance,0.591,0.888,4,-6.836,0.0354,0.00223,0.699,0.396,0.588,132.885
Children of the Night,0QXJeCqRRzTUyE3hGXtn3s,['Kevin Irving'],['0YHkLrAH0UrZ3H7WMFdDgh'],6/17/11,344866,90s dance,0.755,0.529,7,-14.395,0.0406,0.0334,0.442,0.275,0.815,117.25
Short Dick Man - Club Mix,6ZZr5ew0DvA6xda9T5owOU,"['20 Fingers', 'Gillette']","['0OarfYzJPCi3lAVZ4nhTTd', '20ldWECcOHmOWwKwAwvn4y']",1/1/94,290933,90s dance,0.894,0.764,4,-10.028,0.0604,0.00154,0.0349,0.0323,0.796,127.038
Nu Nu - Radio Apella,0qMUoCJmSPCjeej1d6g85A,"['Lidell Townsell', 'M T F']","['1kLU4FT0l2Bayn8Vir6jo3', '0RBsn08bagbVECVD8FLbSq']",1/1/92,199627,90s dance,0.936,0.55,3,-12.744,0.0548,0.00935,0.000322,0.0688,0.763,120.963
Feel the heat of the night - Radio Edit,44o1MQVbm8S827avRs4RHc,['Masterboy'],['76JYFj8E2jcib0XIrnWR6E'],1/23/06,221840,90s dance,0.625,0.917,9,-6.893,0.0396,0.0136,0.00338,0.324,0.9,137.968
Mallorca - Radio Edit,4ErRKxP0FdMpgcxQ6zPrUh,['Loft'],['7Kwd5EWC2lDAugsDgC8WlT'],4/19/17,249809,90s dance,0.638,0.924,9,-9.26,0.0355,0.328,0.009,0.313,0.909,140.005
Uh La La La,39UwRe2NJbWtMxw5q3EIUI,['Alexia'],['09ao6AC5gW8AxRBUVkqWIB'],6/24/97,225640,90s dance,0.779,0.589,5,-11.562,0.0886,0.288,0.000404,0.331,0.818,92.309
The Summer Is Magic (Radio Mix),6bXFXDYcwHiuvW1IDayCPA,['Playahitty'],['6zZWFyAqVLEWelkVuQRUCz'],6/21/94,236667,90s dance,0.694,0.936,6,-7.846,0.0301,0.0914,0.129,0.393,0.924,133.831
Groove Is in the Heart,2He3NOyqtLNE3RQPpeDdSb,['Deee-Lite'],['4eQJIXFEujzhTVVS1gIfu5'],1/1/90,231787,90s dance,0.694,0.881,1,-4.053,0.0701,0.0153,0.0196,0.0851,0.924,121.554
Close to You,59kmPSmrYkQNLqlxZnswXW,['Fun Factory'],['22p5npx84cXYat7kgGocRZ'],8/12/16,218778,90s dance,0.656,0.902,7,-5.171,0.185,0.00788,0,0.321,0.408,135.032
Coco Jamboo,5fRvePkRGdpn2nKacG7I6d,['Mr. President'],['7KBkgunlONG7LPxs93pgpp'],5/17/96,218733,90s dance,0.832,0.838,1,-5.414,0.0421,0.0791,0,0.152,0.965,100.021
